symbol,ex_date,amount
MCD,2019-11-29,1.25
MCD,2020-02-28,1.25
MCD,2020-05-29,1.25
MCD,2020-08-31,1.25
MCD,2020-11-30,1.29
MCD,2021-02-26,1.29
MCD,2021-05-28,1.29
MCD,2021-08-31,1.29
MCD,2021-11-30,1.38
MCD,2022-02-28,1.38
MCD,2022-06-03,1.38
MCD,2022-08-31,1.38
MCD,2022-11-30,1.52
MCD,2023-02-28,1.52
MCD,2023-06-02,1.52
MCD,2023-08-31,1.52
MCD,2023-11-30,1.67
MCD,2024-02-29,1.67
MCD,2024-06-03,1.67
MCD,2024-09-03,1.67
MCD,2024-12-02,1.77
MCD,2025-03-03,1.77
MCD,2025-06-02,1.77
MCD,2025-09-02,1.77
MCD,2025-12-01,1.86
MCD,2026-03-03,1.86
MCD,2026-06-02,1.86
MCD,2026-09-01,1.86
META,2024-02-21,0.5
META,2024-06-14,0.5
META,2024-09-16,0.5
META,2024-12-16,0.5
META,2025-03-14,0.525
META,2025-06-16,0.525
META,2025-09-22,0.525
META,2025-12-15,0.525
META,2026-03-16,0.525
META,2026-06-15,0.525
MRK,2006-12-06,0.362595
MRK,2007-03-07,0.362595
MRK,2007-06-06,0.362595
MRK,2007-09-05,0.362595
MRK,2007-12-05,0.362595
MRK,2008-03-05,0.362595
MRK,2008-06-04,0.362595
MRK,2008-09-03,0.362595
MRK,2008-12-03,0.362595
MRK,2009-03-04,0.362595
MRK,2009-06-04,0.362595
MRK,2009-09-02,0.362595
MRK,2009-12-11,0.362595
MRK,2010-03-11,0.362595
MRK,2010-06-11,0.362595
MRK,2010-09-13,0.362595
MRK,2010-12-13,0.362595
MRK,2011-03-11,0.362595
MRK,2011-06-13,0.362595
MRK,2011-09-13,0.362595
MRK,2011-12-13,0.400763
MRK,2012-03-13,0.400763
MRK,2012-06-13,0.400763
MRK,2012-09-13,0.400763
MRK,2012-12-13,0.410305
MRK,2013-03-13,0.410305
MRK,2013-06-13,0.410305
MRK,2013-09-12,0.410305
MRK,2013-12-12,0.419847
MRK,2014-03-13,0.419847
MRK,2014-06-12,0.419847
MRK,2014-09-11,0.419847
MRK,2014-12-11,0.429389
MRK,2015-03-12,0.429389
MRK,2015-06-11,0.429389
MRK,2015-09-11,0.429389
MRK,2015-12-11,0.438931
MRK,2016-03-11,0.438931
MRK,2016-06-13,0.438931
MRK,2016-09-13,0.438931
MRK,2016-12-13,0.448473
MRK,2017-03-13,0.448473
MRK,2017-06-13,0.448473
MRK,2017-09-14,0.448473
MRK,2017-12-14,0.458015
MRK,2018-03-14,0.458015
MRK,2018-06-14,0.458015
MRK,2018-09-14,0.458015
MRK,2018-12-14,0.524809
MRK,2019-03-14,0.524809
MRK,2019-06-14,0.524809
MRK,2019-09-13,0.524809
MRK,2019-12-13,0.582061
MRK,2020-03-13,0.582061
MRK,2020-06-12,0.582061
MRK,2020-09-14,0.582061
MRK,2020-12-14,0.620229
MRK,2021-03-12,0.620229
MRK,2021-06-14,0.65
MRK,2021-09-14,0.65
MRK,2021-12-14,0.69
MRK,2022-03-14,0.69
MRK,2022-06-14,0.69
MRK,2022-09-14,0.69
MRK,2022-12-14,0.73
MRK,2023-03-14,0.73
MRK,2023-06-14,0.73
MRK,2023-09-14,0.73
MRK,2023-12-14,0.77
MRK,2024-03-14,0.77
MRK,2024-06-17,0.77
MRK,2024-09-16,0.77
MRK,2024-12-16,0.81
MRK,2025-03-17,0.81
MRK,2025-06-16,0.81
MRK,2025-09-15,0.81
MRK,2025-12-15,0.85
MRK,2026-03-16,0.85
MRK,2026-06-15,0.85
MRK,2026-09-15,0.85
MSFT,2006-11-14,0.1
MSFT,2007-02-13,0.1
MSFT,2007-05-15,0.1
MSFT,2007-08-14,0.1
MSFT,2007-11-13,0.11
MSFT,2008-02-19,0.11
MSFT,2008-05-13,0.11
MSFT,2008-08-19,0.11
MSFT,2008-11-18,0.13
MSFT,2009-02-17,0.13
MSFT,2009-05-19,0.13
MSFT,2009-08-18,0.13
MSFT,2009-11-17,0.13
MSFT,2010-02-16,0.13
MSFT,2010-05-18,0.13
MSFT,2010-08-17,0.13
MSFT,2010-11-16,0.16
MSFT,2011-02-15,0.16
MSFT,2011-05-17,0.16
MSFT,2011-08-16,0.16
MSFT,2011-11-15,0.2
MSFT,2012-02-14,0.2
MSFT,2012-05-15,0.2
MSFT,2012-08-14,0.2
MSFT,2012-11-13,0.23
MSFT,2013-02-19,0.23
MSFT,2013-05-14,0.23
MSFT,2013-08-13,0.23
MSFT,2013-11-19,0.28
MSFT,2014-02-18,0.28
MSFT,2014-05-13,0.28
MSFT,2014-08-19,0.28
MSFT,2014-11-18,0.31
MSFT,2015-02-17,0.31
MSFT,2015-05-19,0.31
MSFT,2015-08-18,0.31
MSFT,2015-11-17,0.36
MSFT,2016-02-16,0.36
MSFT,2016-05-17,0.36
MSFT,2016-08-16,0.36
MSFT,2016-11-15,0.39
MSFT,2017-02-14,0.39
MSFT,2017-05-16,0.39
MSFT,2017-08-15,0.39
MSFT,2017-11-15,0.42
MSFT,2018-02-14,0.42
MSFT,2018-05-16,0.42
MSFT,2018-08-15,0.42
MSFT,2018-11-14,0.46
MSFT,2019-02-20,0.46
MSFT,2019-05-15,0.46
MSFT,2019-08-14,0.46
MSFT,2019-11-20,0.51
MSFT,2020-02-19,0.51
MSFT,2020-05-20,0.51
MSFT,2020-08-19,0.51
MSFT,2020-11-18,0.56
MSFT,2021-02-17,0.56
MSFT,2021-05-19,0.56
MSFT,2021-08-18,0.56
MSFT,2021-11-17,0.62
MSFT,2022-02-16,0.62
MSFT,2022-05-18,0.62
MSFT,2022-08-17,0.62
MSFT,2022-11-16,0.68
MSFT,2023-02-15,0.68
MSFT,2023-05-17,0.68
MSFT,2023-08-16,0.68
MSFT,2023-11-15,0.75
MSFT,2024-02-14,0.75
MSFT,2024-05-15,0.75
MSFT,2024-08-15,0.75
MSFT,2024-11-21,0.83
MSFT,2025-02-20,0.83
MSFT,2025-05-15,0.83
MSFT,2025-08-21,0.83
MSFT,2025-11-20,0.91
MSFT,2026-02-19,0.91
MSFT,2026-05-21,0.91
MSFT,2026-08-20,0.91
MU,2021-09-30,0.1
MU,2021-12-31,0.1
MU,2022-04-08,0.1
MU,2022-07-08,0.115
MU,2022-10-07,0.115
MU,2022-12-30,0.115
MU,2023-04-06,0.115
MU,2023-07-07,0.115
MU,2023-10-06,0.115
MU,2023-12-29,0.115
MU,2024-03-28,0.115
MU,2024-07-08,0.115
MU,2024-10-07,0.115
MU,2024-12-30,0.115
MU,2025-03-31,0.115
MU,2025-07-07,0.115
MU,2025-10-03,0.115
MU,2025-12-29,0.115
MU,2026-03-30,0.15
MU,2026-07-06,0.15
NKE,2006-12-07,0.023125
NKE,2007-03-08,0.023125
NKE,2007-06-07,0.04625
NKE,2007-09-06,0.04625
NKE,2007-12-06,0.0575
NKE,2008-03-06,0.0575
NKE,2008-06-05,0.0575
NKE,2008-09-04,0.0575
NKE,2008-12-04,0.0625
NKE,2009-03-05,0.0625
NKE,2009-06-04,0.0625
NKE,2009-09-03,0.0625
NKE,2009-12-03,0.0675
NKE,2010-03-04,0.0675
NKE,2010-06-03,0.0675
NKE,2010-09-02,0.0675
NKE,2010-12-02,0.0775
NKE,2011-03-03,0.0775
NKE,2011-06-02,0.0775
NKE,2011-09-01,0.0775
NKE,2011-12-01,0.09
NKE,2012-03-01,0.09
NKE,2012-05-31,0.09
NKE,2012-08-30,0.09
NKE,2012-12-06,0.105
NKE,2013-02-28,0.105
NKE,2013-05-30,0.105
NKE,2013-08-29,0.105
NKE,2013-12-12,0.12
NKE,2014-02-27,0.12
NKE,2014-05-29,0.12
NKE,2014-08-28,0.12
NKE,2014-12-11,0.14
NKE,2015-02-26,0.14
NKE,2015-05-28,0.14
NKE,2015-09-03,0.14
NKE,2015-12-07,0.16
NKE,2016-03-03,0.16
NKE,2016-06-02,0.16
NKE,2016-09-01,0.16
NKE,2016-12-01,0.18
NKE,2017-03-02,0.18
NKE,2017-06-01,0.18
NKE,2017-08-31,0.18
NKE,2017-12-01,0.2
NKE,2018-03-02,0.2
NKE,2018-06-01,0.2
NKE,2018-08-31,0.2
NKE,2018-11-30,0.22
NKE,2019-03-01,0.22
NKE,2019-05-31,0.22
NKE,2019-08-30,0.22
NKE,2019-11-29,0.245
NKE,2020-02-28,0.245
NKE,2020-05-29,0.245
NKE,2020-08-28,0.245
NKE,2020-12-04,0.275
NKE,2021-02-26,0.275
NKE,2021-05-28,0.275
NKE,2021-08-27,0.275
NKE,2021-12-03,0.305
NKE,2022-03-04,0.305
NKE,2022-06-03,0.305
NKE,2022-09-02,0.305
NKE,2022-12-02,0.34
NKE,2023-03-03,0.34
NKE,2023-06-02,0.34
NKE,2023-09-01,0.34
NKE,2023-12-01,0.37
NKE,2024-03-01,0.37
NKE,2024-06-03,0.37
NKE,2024-09-03,0.37
NKE,2024-12-02,0.4
NKE,2025-03-03,0.4
NKE,2025-06-02,0.4
NKE,2025-09-02,0.4
NKE,2025-12-01,0.41
NKE,2026-03-02,0.41
NKE,2026-06-01,0.41
NKE,2026-09-01,0.41
NVDA,2012-11-20,0.001875
NVDA,2013-02-26,0.001875
NVDA,2013-05-21,0.001875
NVDA,2013-08-20,0.001875
NVDA,2013-11-19,0.002125
NVDA,2014-02-25,0.002125
NVDA,2014-05-20,0.002125
NVDA,2014-08-19,0.002125
NVDA,2014-11-19,0.002125
NVDA,2015-02-24,0.002125
NVDA,2015-05-19,0.00245
NVDA,2015-08-18,0.00245
NVDA,2015-11-18,0.002875
NVDA,2016-02-29,0.002875
NVDA,2016-05-24,0.002875
NVDA,2016-08-23,0.002875
NVDA,2016-11-23,0.0035
NVDA,2017-02-22,0.0035
NVDA,2017-05-19,0.0035
NVDA,2017-08-22,0.0035
NVDA,2017-11-22,0.00375
NVDA,2018-02-22,0.00375
NVDA,2018-05-23,0.00375
NVDA,2018-08-29,0.00375
NVDA,2018-11-29,0.004
NVDA,2019-02-28,0.004
NVDA,2019-05-30,0.004
NVDA,2019-08-28,0.004
NVDA,2019-11-27,0.004
NVDA,2020-02-27,0.004
NVDA,2020-06-04,0.004
NVDA,2020-09-01,0.004
NVDA,2020-12-03,0.004
NVDA,2021-03-09,0.004
NVDA,2021-06-09,0.004
NVDA,2021-08-31,0.004
NVDA,2021-12-01,0.004
NVDA,2022-03-02,0.004
NVDA,2022-06-08,0.004
NVDA,2022-09-07,0.004
NVDA,2022-11-30,0.004
NVDA,2023-03-07,0.004
NVDA,2023-06-07,0.004
NVDA,2023-09-06,0.004
NVDA,2023-12-05,0.004
NVDA,2024-03-05,0.004
NVDA,2024-06-11,0.01
NVDA,2024-09-12,0.01
NVDA,2024-12-05,0.01
NVDA,2025-03-12,0.01
NVDA,2025-06-11,0.01
NVDA,2025-09-11,0.01
NVDA,2025-12-04,0.01
NVDA,2026-03-11,0.01
NVDA,2026-06-04,0.25
NVDA,2026-09-10,0.25
ORCL,2009-04-06,0.05
ORCL,2009-07-13,0.05
ORCL,2009-10-09,0.05
ORCL,2010-01-14,0.05
ORCL,2010-04-12,0.05
ORCL,2010-07-12,0.05
ORCL,2010-10-04,0.05
ORCL,2011-01-14,0.05
ORCL,2011-04-11,0.06
ORCL,2011-07-11,0.06
ORCL,2011-10-07,0.06
ORCL,2012-01-09,0.06
ORCL,2012-04-09,0.06
ORCL,2012-07-11,0.06
ORCL,2012-10-10,0.06
ORCL,2012-12-12,0.18
ORCL,2013-07-10,0.12
ORCL,2013-10-04,0.12
ORCL,2014-01-03,0.12
ORCL,2014-04-04,0.12
ORCL,2014-07-07,0.12
ORCL,2014-10-06,0.12
ORCL,2015-01-05,0.12
ORCL,2015-04-02,0.15
ORCL,2015-07-06,0.15
ORCL,2015-10-09,0.15
ORCL,2016-01-04,0.15
ORCL,2016-04-12,0.15
ORCL,2016-07-01,0.15
ORCL,2016-10-07,0.15
ORCL,2017-01-03,0.15
ORCL,2017-04-10,0.19
ORCL,2017-07-17,0.19
ORCL,2017-10-10,0.19
ORCL,2018-01-09,0.19
ORCL,2018-04-16,0.19
ORCL,2018-07-16,0.19
ORCL,2018-10-15,0.19
ORCL,2019-01-15,0.19
ORCL,2019-04-10,0.24
ORCL,2019-07-16,0.24
ORCL,2019-10-09,0.24
ORCL,2020-01-08,0.24
ORCL,2020-04-08,0.24
ORCL,2020-07-14,0.24
ORCL,2020-10-07,0.24
ORCL,2021-01-06,0.24
ORCL,2021-04-07,0.32
ORCL,2021-07-14,0.32
ORCL,2021-10-08,0.32
ORCL,2022-01-06,0.32
ORCL,2022-04-07,0.32
ORCL,2022-07-11,0.32
ORCL,2022-10-11,0.32
ORCL,2023-01-09,0.32
ORCL,2023-04-10,0.4
ORCL,2023-07-11,0.4
ORCL,2023-10-11,0.4
ORCL,2024-01-10,0.4
ORCL,2024-04-09,0.4
ORCL,2024-07-11,0.4
ORCL,2024-10-10,0.4
ORCL,2025-01-10,0.4
ORCL,2025-04-10,0.5
ORCL,2025-07-10,0.5
ORCL,2025-10-09,0.5
ORCL,2026-01-09,0.5
ORCL,2026-04-09,0.5
ORCL,2026-07-10,0.5
PEP,2006-12-06,0.3
PEP,2007-03-07,0.3
PEP,2007-06-06,0.375
PEP,2007-09-05,0.375
PEP,2007-12-05,0.375
PEP,2008-03-05,0.375
PEP,2008-06-04,0.425
PEP,2008-09-03,0.425
PEP,2008-12-03,0.425
PEP,2009-03-04,0.425
PEP,2009-06-03,0.45
PEP,2009-09-02,0.45
PEP,2009-12-02,0.45
PEP,2010-03-03,0.45
PEP,2010-06-02,0.48
PEP,2010-09-01,0.48
PEP,2010-12-01,0.48
PEP,2011-03-02,0.48
PEP,2011-06-01,0.515
PEP,2011-08-31,0.515
PEP,2011-11-30,0.515
PEP,2012-02-29,0.515
PEP,2012-05-30,0.538
PEP,2012-09-05,0.538
PEP,2012-12-05,0.537
PEP,2013-02-27,0.537
PEP,2013-06-05,0.568
PEP,2013-09-04,0.568
PEP,2013-12-04,0.568
PEP,2014-03-05,0.568
PEP,2014-06-04,0.655
PEP,2014-09-03,0.655
PEP,2014-12-03,0.655
PEP,2015-03-04,0.655
PEP,2015-06-03,0.703
PEP,2015-09-02,0.703
PEP,2015-12-02,0.703
PEP,2016-03-02,0.703
PEP,2016-06-01,0.753
PEP,2016-08-31,0.753
PEP,2016-11-30,0.753
PEP,2017-03-01,0.753
PEP,2017-05-31,0.805
PEP,2017-08-30,0.805
PEP,2017-11-30,0.805
PEP,2018-03-01,0.805
PEP,2018-05-31,0.928
PEP,2018-09-06,0.928
PEP,2018-12-06,0.928
PEP,2019-02-28,0.928
PEP,2019-06-06,0.955
PEP,2019-09-05,0.955
PEP,2019-12-05,0.955
PEP,2020-03-05,0.955
PEP,2020-06-04,1.023
PEP,2020-09-03,1.023
PEP,2020-12-03,1.023
PEP,2021-03-04,1.023
PEP,2021-06-03,1.075
PEP,2021-09-02,1.075
PEP,2021-12-02,1.075
PEP,2022-03-03,1.075
PEP,2022-06-02,1.15
PEP,2022-09-01,1.15
PEP,2022-12-01,1.15
PEP,2023-03-02,1.15
PEP,2023-06-01,1.265
PEP,2023-08-31,1.265
PEP,2023-11-30,1.265
PEP,2024-02-29,1.265
PEP,2024-06-07,1.355
PEP,2024-09-06,1.355
PEP,2024-12-06,1.355
PEP,2025-03-07,1.355
PEP,2025-06-06,1.423
PEP,2025-09-05,1.423
PEP,2025-12-05,1.423
PEP,2026-03-06,1.423
PEP,2026-06-05,1.48
PEP,2026-09-04,1.48
PFE,2006-11-08,0.227704
PFE,2007-02-07,0.275142
PFE,2007-05-09,0.275142
PFE,2007-08-08,0.275142
PFE,2007-11-07,0.275142
PFE,2008-02-06,0.303605
PFE,2008-05-07,0.303605
PFE,2008-08-06,0.303605
PFE,2008-11-05,0.303605
PFE,2009-02-04,0.303605
PFE,2009-05-06,0.151803
PFE,2009-08-05,0.151803
PFE,2009-11-04,0.151803
PFE,2010-02-03,0.170778
PFE,2010-05-05,0.170778
PFE,2010-08-04,0.170778
PFE,2010-11-04,0.170778
PFE,2011-02-02,0.189753
PFE,2011-05-11,0.189753
PFE,2011-08-03,0.189753
PFE,2011-11-08,0.189753
PFE,2012-02-01,0.208729
PFE,2012-05-09,0.208729
PFE,2012-08-01,0.208729
PFE,2012-11-07,0.208729
PFE,2013-01-30,0.227704
PFE,2013-05-08,0.227704
PFE,2013-07-31,0.227704
PFE,2013-11-06,0.227704
PFE,2014-02-05,0.246679
PFE,2014-05-07,0.246679
PFE,2014-07-30,0.246679
PFE,2014-11-05,0.246679
PFE,2015-02-04,0.265655
PFE,2015-05-06,0.265655
PFE,2015-08-05,0.265655
PFE,2015-11-04,0.265655
PFE,2016-02-03,0.28463
PFE,2016-05-11,0.28463
PFE,2016-08-03,0.28463
PFE,2016-11-08,0.28463
PFE,2017-02-01,0.303605
PFE,2017-05-10,0.303605
PFE,2017-08-02,0.303605
PFE,2017-11-09,0.303605
PFE,2018-02-01,0.322581
PFE,2018-05-10,0.322581
PFE,2018-08-02,0.322581
PFE,2018-11-08,0.322581
PFE,2019-01-31,0.341556
PFE,2019-05-09,0.341556
PFE,2019-08-01,0.341556
PFE,2019-11-07,0.341556
PFE,2020-01-30,0.360531
PFE,2020-05-07,0.360531
PFE,2020-07-30,0.360531
PFE,2020-11-05,0.360531
PFE,2021-01-28,0.39
PFE,2021-05-06,0.39
PFE,2021-07-29,0.39
PFE,2021-11-04,0.39
PFE,2022-01-27,0.4
PFE,2022-05-12,0.4
PFE,2022-07-28,0.4
PFE,2022-11-03,0.4
PFE,2023-01-26,0.41
PFE,2023-05-11,0.41
PFE,2023-07-27,0.41
PFE,2023-11-09,0.41
PFE,2024-01-25,0.42
PFE,2024-05-09,0.42
PFE,2024-07-26,0.42
PFE,2024-11-08,0.42
PFE,2025-01-24,0.43
PFE,2025-05-09,0.43
PFE,2025-07-25,0.43
PFE,2025-11-07,0.43
PFE,2026-01-23,0.43
PFE,2026-05-08,0.43
PFE,2026-07-24,0.43
PYPL,2025-11-19,0.14
PYPL,2026-03-04,0.14
PYPL,2026-06-04,0.14
PYPL,2026-09-04,0.14
QCOM,2006-12-05,0.12
QCOM,2007-02-28,0.12
QCOM,2007-05-30,0.14
QCOM,2007-08-29,0.14
QCOM,2007-12-05,0.14
QCOM,2008-02-27,0.14
QCOM,2008-05-28,0.16
QCOM,2008-08-27,0.16
QCOM,2008-12-09,0.16
QCOM,2009-02-25,0.16
QCOM,2009-05-27,0.17
QCOM,2009-08-26,0.17
QCOM,2009-11-23,0.17
QCOM,2010-02-24,0.17
QCOM,2010-05-26,0.19
QCOM,2010-08-25,0.19
QCOM,2010-11-22,0.19
QCOM,2011-02-23,0.19
QCOM,2011-05-25,0.215
QCOM,2011-08-24,0.215
QCOM,2011-11-21,0.215
QCOM,2012-02-29,0.215
QCOM,2012-05-30,0.25
QCOM,2012-09-05,0.25
QCOM,2012-12-05,0.25
QCOM,2013-03-06,0.25
QCOM,2013-06-03,0.35
QCOM,2013-08-30,0.35
QCOM,2013-11-27,0.35
QCOM,2014-03-03,0.35
QCOM,2014-06-02,0.42
QCOM,2014-08-29,0.42
QCOM,2014-11-26,0.42
QCOM,2015-03-02,0.42
QCOM,2015-06-01,0.48
QCOM,2015-08-31,0.48
QCOM,2015-11-27,0.48
QCOM,2016-02-29,0.48
QCOM,2016-05-27,0.53
QCOM,2016-08-29,0.53
QCOM,2016-11-28,0.53
QCOM,2017-02-27,0.53
QCOM,2017-05-26,0.57
QCOM,2017-08-28,0.57
QCOM,2017-11-28,0.57
QCOM,2018-02-27,0.57
QCOM,2018-05-29,0.62
QCOM,2018-09-04,0.62
QCOM,2018-12-06,0.62
QCOM,2019-03-06,0.62
QCOM,2019-06-05,0.62
QCOM,2019-09-11,0.62
QCOM,2019-12-04,0.62
QCOM,2020-03-04,0.62
QCOM,2020-06-03,0.65
QCOM,2020-09-02,0.65
QCOM,2020-12-02,0.65
QCOM,2021-03-03,0.65
QCOM,2021-06-02,0.68
QCOM,2021-09-01,0.68
QCOM,2021-12-01,0.68
QCOM,2022-03-02,0.68
QCOM,2022-06-01,0.75
QCOM,2022-08-31,0.75
QCOM,2022-11-30,0.75
QCOM,2023-03-01,0.75
QCOM,2023-05-31,0.8
QCOM,2023-08-30,0.8
QCOM,2023-11-29,0.8
QCOM,2024-02-28,0.8
QCOM,2024-05-30,0.85
QCOM,2024-09-05,0.85
QCOM,2024-12-05,0.85
QCOM,2025-03-06,0.85
QCOM,2025-06-05,0.89
QCOM,2025-09-04,0.89
QCOM,2025-12-04,0.89
QCOM,2026-03-05,0.89
QCOM,2026-06-04,0.92
QCOM,2026-09-03,0.92
QQQ,2006-12-15,0.054
QQQ,2007-03-16,0.027
QQQ,2007-06-15,0.037
QQQ,2007-09-21,0.026
QQQ,2007-12-21,0.053
QQQ,2008-03-20,0.033
QQQ,2008-06-20,0.034
QQQ,2008-09-19,0.028
QQQ,2008-12-19,0.043
QQQ,2009-03-20,0.049
QQQ,2009-06-19,0.044
QQQ,2009-09-18,0.041
QQQ,2009-12-18,0.073
QQQ,2010-03-19,0.051
QQQ,2010-06-18,0.089
QQQ,2010-06-25,0.089
QQQ,2010-09-17,0.112
QQQ,2010-12-17,0.108
QQQ,2011-03-18,0.077
QQQ,2011-06-17,0.121
QQQ,2011-09-16,0.104
QQQ,2011-12-16,0.161
QQQ,2011-12-27,0.049
QQQ,2012-03-16,0.113
QQQ,2012-06-15,0.143
QQQ,2012-09-21,0.2
QQQ,2012-12-21,0.367
QQQ,2013-03-15,0.159
QQQ,2013-06-21,0.224
QQQ,2013-09-20,0.238
QQQ,2013-12-20,0.272
QQQ,2014-02-27,0.373
QQQ,2014-03-21,0.206
QQQ,2014-06-20,0.249
QQQ,2014-09-19,0.238
QQQ,2014-12-19,0.387
QQQ,2015-03-20,0.248
QQQ,2015-06-19,0.254
QQQ,2015-09-18,0.26
QQQ,2015-12-18,0.342
QQQ,2016-03-18,0.318
QQQ,2016-06-17,0.287
QQQ,2016-09-16,0.294
QQQ,2016-12-16,0.355
QQQ,2017-03-17,0.274
QQQ,2017-06-16,0.378
QQQ,2017-09-18,0.319
QQQ,2017-12-18,0.329
QQQ,2018-03-19,0.277
QQQ,2018-06-18,0.378
QQQ,2018-09-24,0.33
QQQ,2018-12-24,0.421
QQQ,2019-03-18,0.324
QQQ,2019-06-24,0.416
QQQ,2019-09-23,0.384
QQQ,2019-12-23,0.458
QQQ,2020-03-23,0.363
QQQ,2020-06-22,0.424
QQQ,2020-12-21,0.561
QQQ,2021-03-22,0.395
QQQ,2021-06-21,0.397
QQQ,2021-09-20,0.414
QQQ,2021-12-20,0.491
QQQ,2022-03-21,0.434
QQQ,2022-06-21,0.527
QQQ,2022-09-19,0.519
QQQ,2022-12-19,0.655
QQQ,2023-03-20,0.472
QQQ,2023-06-20,0.504
QQQ,2023-09-18,0.536
QQQ,2023-12-18,0.808
QQQ,2023-12-27,0.216
QQQ,2024-03-18,0.573
QQQ,2024-06-24,0.762
QQQ,2024-09-23,0.677
QQQ,2024-12-23,0.835
QQQ,2025-03-24,0.716
QQQ,2025-06-23,0.591
QQQ,2025-09-22,0.694
QQQ,2025-12-22,0.794
QQQ,2026-03-23,0.733
QQQ,2026-06-22,0.813
SBUX,2010-04-05,0.05
SBUX,2010-08-02,0.065
SBUX,2010-11-16,0.065
SBUX,2011-02-07,0.065
SBUX,2011-05-09,0.065
SBUX,2011-08-08,0.065
SBUX,2011-11-15,0.085
SBUX,2012-02-06,0.085
SBUX,2012-05-07,0.085
SBUX,2012-08-06,0.085
SBUX,2012-11-13,0.105
SBUX,2013-02-05,0.105
SBUX,2013-05-07,0.105
SBUX,2013-08-06,0.105
SBUX,2013-11-12,0.13
SBUX,2014-02-04,0.13
SBUX,2014-05-06,0.13
SBUX,2014-08-05,0.13
SBUX,2014-11-10,0.16
SBUX,2015-02-03,0.16
SBUX,2015-05-05,0.16
SBUX,2015-08-04,0.16
SBUX,2015-11-09,0.2
SBUX,2016-02-02,0.2
SBUX,2016-05-03,0.2
SBUX,2016-08-02,0.2
SBUX,2016-11-15,0.25
SBUX,2017-02-07,0.25
SBUX,2017-05-09,0.25
SBUX,2017-08-08,0.25
SBUX,2017-11-15,0.3
SBUX,2018-02-07,0.3
SBUX,2018-05-09,0.3
SBUX,2018-08-08,0.36
SBUX,2018-11-14,0.36
SBUX,2019-02-06,0.36
SBUX,2019-05-08,0.36
SBUX,2019-08-07,0.36
SBUX,2019-11-12,0.41
SBUX,2020-02-05,0.41
SBUX,2020-05-07,0.41
SBUX,2020-08-06,0.41
SBUX,2020-11-10,0.45
SBUX,2021-02-17,0.45
SBUX,2021-05-12,0.45
SBUX,2021-08-11,0.45
SBUX,2021-11-10,0.49
SBUX,2022-02-10,0.49
SBUX,2022-05-12,0.49
SBUX,2022-08-11,0.49
SBUX,2022-11-09,0.53
SBUX,2023-02-09,0.53
SBUX,2023-05-11,0.53
SBUX,2023-08-10,0.53
SBUX,2023-11-09,0.57
SBUX,2024-02-08,0.57
SBUX,2024-05-16,0.57
SBUX,2024-08-16,0.57
SBUX,2024-11-15,0.61
SBUX,2025-02-14,0.61
SBUX,2025-05-16,0.61
SBUX,2025-08-15,0.61
SBUX,2025-11-14,0.62
SBUX,2026-02-13,0.62
SBUX,2026-05-15,0.62
SBUX,2026-08-14,0.62
SPY,2006-12-15,0.793
SPY,2007-03-16,0.551
SPY,2007-06-15,0.656
SPY,2007-09-21,0.719
SPY,2007-12-21,0.775
SPY,2008-03-20,0.642
SPY,2008-06-20,0.669
SPY,2008-09-19,0.691
SPY,2008-12-19,0.719
SPY,2009-03-20,0.561
SPY,2009-06-19,0.518
SPY,2009-09-18,0.508
SPY,2009-12-18,0.59
SPY,2010-03-19,0.48
SPY,2010-06-18,0.531
SPY,2010-09-17,0.602
SPY,2010-12-17,0.653
SPY,2011-03-18,0.553
SPY,2011-06-17,0.628
SPY,2011-09-16,0.625
SPY,2011-12-16,0.77
SPY,2012-03-16,0.614
SPY,2012-06-15,0.688
SPY,2012-09-21,0.779
SPY,2012-12-21,1.022
SPY,2013-03-15,0.694
SPY,2013-06-21,0.839
SPY,2013-09-20,0.838
SPY,2013-12-20,0.98
SPY,2014-03-21,0.825
SPY,2014-06-20,0.937
SPY,2014-09-19,0.939
SPY,2014-12-19,1.135
SPY,2015-03-20,0.931
SPY,2015-06-19,1.03
SPY,2015-09-18,1.033
SPY,2015-12-18,1.212
SPY,2016-03-18,1.05
SPY,2016-06-17,1.078
SPY,2016-09-16,1.082
SPY,2016-12-16,1.329
SPY,2017-03-17,1.033
SPY,2017-06-16,1.183
SPY,2017-09-15,1.235
SPY,2017-12-15,1.351
SPY,2018-03-16,1.097
SPY,2018-06-15,1.246
SPY,2018-09-21,1.323
SPY,2018-12-21,1.435
SPY,2019-03-15,1.233
SPY,2019-06-21,1.432
SPY,2019-09-20,1.384
SPY,2019-12-20,1.57
SPY,2020-03-20,1.406
SPY,2020-06-19,1.366
SPY,2020-09-18,1.339
SPY,2020-12-18,1.58
SPY,2021-03-19,1.278
SPY,2021-06-18,1.376
SPY,2021-09-17,1.428
SPY,2021-12-17,1.633
SPY,2022-03-18,1.366
SPY,2022-06-17,1.577
SPY,2022-09-16,1.596
SPY,2022-12-16,1.781
SPY,2023-03-17,1.506
SPY,2023-06-16,1.638
SPY,2023-09-15,1.583
SPY,2023-12-15,1.906
SPY,2024-03-15,1.595
SPY,2024-06-21,1.759
SPY,2024-09-20,1.746
SPY,2024-12-20,1.966
SPY,2025-03-21,1.696
SPY,2025-06-20,1.761
SPY,2025-09-19,1.831
SPY,2025-12-19,1.993
SPY,2026-03-20,1.797
SPY,2026-06-18,1.904
T,2006-10-05,0.333
